,Companycountry,Metal,Mine,Production,Status,Year
0,Russia,Dia,Catoca,0.0,Operating,1990
1,Russia,Dia,Catoca,0.0,Operating,1991
2,Russia,Dia,Catoca,0.0,Operating,1992
3,Russia,Dia,Catoca,0.0,Operating,1993
4,Russia,Dia,Catoca,0.0,Operating,1994
5,Russia,Dia,Catoca,0.0,Operating,1995
6,Russia,Dia,Catoca,0.0,Operating,1996
7,Russia,Dia,Catoca,0.0,Operating,1997
8,Russia,Dia,Catoca,1.02,Operating,1998
9,Russia,Dia,Catoca,1.44,Operating,1999
10,Russia,Dia,Catoca,1.5,Operating,2000
11,Russia,Dia,Catoca,2.69,Operating,2001
12,Russia,Dia,Catoca,3.0,Operating,2002
13,Russia,Dia,Catoca,2.8,Operating,2003
14,Russia,Dia,Catoca,0.0,Operating,2004
15,Russia,Dia,Catoca,0.0,Operating,2005
16,Russia,Dia,Catoca,6.25,Operating,2006
17,Russia,Dia,Catoca,6.1,Operating,2007
18,Russia,Dia,Catoca,8.9,Operating,2008
19,Russia,Dia,Catoca,7.06,Operating,2009
20,Russia,Dia,Catoca,6.74,Operating,2010
21,Russia,Dia,Catoca,6.78,Operating,2011
22,Russia,Dia,Catoca,0.0,Operating,2012
23,Angola,Dia,Cuango,0.0,"Operating, exp/plans",1990
24,Angola,Dia,Cuango,0.0,"Operating, exp/plans",1991
25,Angola,Dia,Cuango,0.0,"Operating, exp/plans",1992
26,Angola,Dia,Cuango,0.0,"Operating, exp/plans",1993
27,Angola,Dia,Cuango,0.0,"Operating, exp/plans",1994
28,Angola,Dia,Cuango,0.0,"Operating, exp/plans",1995
29,Angola,Dia,Cuango,0.0,"Operating, exp/plans",1996
30,Angola,Dia,Cuango,0.0,"Operating, exp/plans",1997
31,Angola,Dia,Cuango,0.0,"Operating, exp/plans",1998
32,Angola,Dia,Cuango,0.19,"Operating, exp/plans",1999
33,Angola,Dia,Cuango,0.11,"Operating, exp/plans",2000
34,Angola,Dia,Cuango,0.42,"Operating, exp/plans",2001
35,Angola,Dia,Cuango,0.5,"Operating, exp/plans",2002
36,Angola,Dia,Cuango,0.0,"Operating, exp/plans",2003
37,Angola,Dia,Cuango,0.0,"Operating, exp/plans",2004
38,Angola,Dia,Cuango,0.0,"Operating, exp/plans",2005
39,Angola,Dia,Cuango,0.0,"Operating, exp/plans",2006
40,Angola,Dia,Cuango,0.0,"Operating, exp/plans",2007
41,Angola,Dia,Cuango,0.0,"Operating, exp/plans",2008
42,Angola,Dia,Cuango,0.0,"Operating, exp/plans",2009
43,Angola,Dia,Cuango,0.0,"Operating, exp/plans",2010
44,Angola,Dia,Cuango,0.0,"Operating, exp/plans",2011
45,Angola,Dia,Cuango,0.0,"Operating, exp/plans",2012
46,Angola,Dia,Empresa,1.3,Active,1990
47,Angola,Dia,Empresa,1.3,Active,1991
48,Angola,Dia,Empresa,1.5,Active,1992
49,Angola,Dia,Empresa,0.0,Active,1993
50,Angola,Dia,Empresa,0.0,Active,1994
51,Angola,Dia,Empresa,0.0,Active,1995
52,Angola,Dia,Empresa,0.0,Active,1996
53,Angola,Dia,Empresa,0.0,Active,1997
54,Angola,Dia,Empresa,0.0,Active,1998
55,Angola,Dia,Empresa,0.0,Active,1999
56,Angola,Dia,Empresa,0.0,Active,2000
57,Angola,Dia,Empresa,0.0,Active,2001
58,Angola,Dia,Empresa,0.0,Active,2002
59,Angola,Dia,Empresa,0.0,Active,2003
60,Angola,Dia,Empresa,0.0,Active,2004
61,Angola,Dia,Empresa,0.0,Active,2005
62,Angola,Dia,Empresa,0.0,Active,2006
63,Angola,Dia,Empresa,0.0,Active,2007
64,Angola,Dia,Empresa,0.0,Active,2008
65,Angola,Dia,Empresa,0.0,Active,2009
66,Angola,Dia,Empresa,0.0,Active,2010
67,Angola,Dia,Empresa,0.0,Active,2011
68,Angola,Dia,Empresa,0.0,Active,2012
69,Angola,Dia,Luarica,0.0,Suspended,1990
70,Angola,Dia,Luarica,0.0,Suspended,1991
71,Angola,Dia,Luarica,0.0,Suspended,1992
72,Angola,Dia,Luarica,0.0,Suspended,1993
73,Angola,Dia,Luarica,0.0,Suspended,1994
74,Angola,Dia,Luarica,0.0,Suspended,1995
75,Angola,Dia,Luarica,0.0,Suspended,1996
76,Angola,Dia,Luarica,0.0,Suspended,1997
77,Angola,Dia,Luarica,0.0,Suspended,1998
78,Angola,Dia,Luarica,0.0,Suspended,1999
79,Angola,Dia,Luarica,0.0,Suspended,2000
80,Angola,Dia,Luarica,0.0,Suspended,2001
81,Angola,Dia,Luarica,0.0,Suspended,2002
82,Angola,Dia,Luarica,0.1,Suspended,2003
83,Angola,Dia,Luarica,0.1,Suspended,2004
84,Angola,Dia,Luarica,0.0,Suspended,2005
85,Angola,Dia,Luarica,0.0,Suspended,2006
86,Angola,Dia,Luarica,0.0,Suspended,2007
87,Angola,Dia,Luarica,0.0,Suspended,2008
88,Angola,Dia,Luarica,0.0,Suspended,2009
89,Angola,Dia,Luarica,0.0,Suspended,2010
90,Angola,Dia,Luarica,0.0,Suspended,2011
91,Angola,Dia,Luarica,0.0,Suspended,2012
92,Angola,Dia,Lucapa,0.0,Operating,1990
93,Angola,Dia,Lucapa,0.0,Operating,1991
94,Angola,Dia,Lucapa,0.0,Operating,1992
95,Angola,Dia,Lucapa,0.0,Operating,1993
96,Angola,Dia,Lucapa,0.0,Operating,1994
97,Angola,Dia,Lucapa,0.0,Operating,1995
98,Angola,Dia,Lucapa,0.0,Operating,1996
99,Angola,Dia,Lucapa,0.0,Operating,1997
100,Angola,Dia,Lucapa,0.0,Operating,1998
101,Angola,Dia,Lucapa,0.0,Operating,1999
102,Angola,Dia,Lucapa,0.0,Operating,2000
103,Angola,Dia,Lucapa,0.0,Operating,2001
104,Angola,Dia,Lucapa,0.0,Operating,2002
105,Angola,Dia,Lucapa,0.1,Operating,2003
106,Angola,Dia,Lucapa,0.0,Operating,2004
107,Angola,Dia,Lucapa,0.0,Operating,2005
108,Angola,Dia,Lucapa,0.0,Operating,2006
109,Angola,Dia,Lucapa,0.0,Operating,2007
110,Angola,Dia,Lucapa,0.0,Operating,2008
111,Angola,Dia,Lucapa,0.0,Operating,2009
112,Angola,Dia,Lucapa,0.0,Operating,2010
113,Angola,Dia,Lucapa,0.0,Operating,2011
114,Angola,Dia,Lucapa,0.0,Operating,2012
115,UK,Dia,Luo,0.0,"Susp, restart/feasib",1990
116,UK,Dia,Luo,0.0,"Susp, restart/feasib",1991
117,UK,Dia,Luo,0.0,"Susp, restart/feasib",1992
118,UK,Dia,Luo,0.0,"Susp, restart/feasib",1993
119,UK,Dia,Luo,0.0,"Susp, restart/feasib",1994
120,UK,Dia,Luo,0.0,"Susp, restart/feasib",1995
121,UK,Dia,Luo,0.0,"Susp, restart/feasib",1996
122,UK,Dia,Luo,0.03,"Susp, restart/feasib",1997
123,UK,Dia,Luo,0.06,"Susp, restart/feasib",1998
124,UK,Dia,Luo,0.0,"Susp, restart/feasib",1999
125,UK,Dia,Luo,0.0,"Susp, restart/feasib",2000
126,UK,Dia,Luo,0.0,"Susp, restart/feasib",2001
127,UK,Dia,Luo,0.0,"Susp, restart/feasib",2002
128,UK,Dia,Luo,0.0,"Susp, restart/feasib",2003
129,UK,Dia,Luo,0.0,"Susp, restart/feasib",2004
130,UK,Dia,Luo,0.0,"Susp, restart/feasib",2005
131,UK,Dia,Luo,0.0,"Susp, restart/feasib",2006
132,UK,Dia,Luo,0.0,"Susp, restart/feasib",2007
133,UK,Dia,Luo,0.0,"Susp, restart/feasib",2008
134,UK,Dia,Luo,0.0,"Susp, restart/feasib",2009
135,UK,Dia,Luo,0.0,"Susp, restart/feasib",2010
136,UK,Dia,Luo,0.0,"Susp, restart/feasib",2011
137,UK,Dia,Luo,0.0,"Susp, restart/feasib",2012
138,UK,Dia,Yetwene,0.0,Suspended,1990
139,UK,Dia,Yetwene,0.0,Suspended,1991
140,UK,Dia,Yetwene,0.0,Suspended,1992
141,UK,Dia,Yetwene,0.0,Suspended,1993
142,UK,Dia,Yetwene,0.0,Suspended,1994
143,UK,Dia,Yetwene,0.0,Suspended,1995
144,UK,Dia,Yetwene,0.0,Suspended,1996
145,UK,Dia,Yetwene,0.0,Suspended,1997
146,UK,Dia,Yetwene,0.02,Suspended,1998
147,UK,Dia,Yetwene,0.0,Suspended,1999
148,UK,Dia,Yetwene,0.0,Suspended,2000
149,UK,Dia,Yetwene,0.0,Suspended,2001
150,UK,Dia,Yetwene,0.0,Suspended,2002
151,UK,Dia,Yetwene,0.0,Suspended,2003
152,UK,Dia,Yetwene,0.0,Suspended,2004
153,UK,Dia,Yetwene,0.0,Suspended,2005
154,UK,Dia,Yetwene,0.0,Suspended,2006
155,UK,Dia,Yetwene,0.0,Suspended,2007
156,UK,Dia,Yetwene,0.0,Suspended,2008
157,UK,Dia,Yetwene,0.0,Suspended,2009
158,UK,Dia,Yetwene,0.0,Suspended,2010
159,UK,Dia,Yetwene,0.0,Suspended,2011
160,UK,Dia,Yetwene,0.0,Suspended,2012
161,UK,Dia,Damtshaa,0.0,Suspended,1990
162,UK,Dia,Damtshaa,0.0,Suspended,1991
163,UK,Dia,Damtshaa,0.0,Suspended,1992
164,UK,Dia,Damtshaa,0.0,Suspended,1993
165,UK,Dia,Damtshaa,0.0,Suspended,1994
166,UK,Dia,Damtshaa,0.0,Suspended,1995
167,UK,Dia,Damtshaa,0.0,Suspended,1996
168,UK,Dia,Damtshaa,0.0,Suspended,1997
169,UK,Dia,Damtshaa,0.0,Suspended,1998
170,UK,Dia,Damtshaa,0.0,Suspended,1999
171,UK,Dia,Damtshaa,0.0,Suspended,2000
172,UK,Dia,Damtshaa,0.0,Suspended,2001
173,UK,Dia,Damtshaa,0.01,Suspended,2002
174,UK,Dia,Damtshaa,0.29,Suspended,2003
175,UK,Dia,Damtshaa,0.34,Suspended,2004
176,UK,Dia,Damtshaa,0.3,Suspended,2005
177,UK,Dia,Damtshaa,0.23,Suspended,2006
178,UK,Dia,Damtshaa,0.34,Suspended,2007
179,UK,Dia,Damtshaa,0.53,Suspended,2008
180,UK,Dia,Damtshaa,0.05,Suspended,2009
181,UK,Dia,Damtshaa,0.0,Suspended,2010
182,UK,Dia,Damtshaa,0.0,Suspended,2011
183,UK,Dia,Damtshaa,0.0,Suspended,2012
184,Botswana,Mn,Jacomar,0.0,Suspended,1990
185,Botswana,Mn,Jacomar,0.0,Suspended,1991
186,Botswana,Mn,Jacomar,0.0,Suspended,1992
187,Botswana,Mn,Jacomar,0.0,Suspended,1993
188,Botswana,Mn,Jacomar,0.0,Suspended,1994
189,Botswana,Mn,Jacomar,0.0,Suspended,1995
190,Botswana,Mn,Jacomar,0.0,Suspended,1996
191,Botswana,Mn,Jacomar,0.0,Suspended,1997
192,Botswana,Mn,Jacomar,0.0,Suspended,1998
193,Botswana,Mn,Jacomar,0.0,Suspended,1999
194,Botswana,Mn,Jacomar,0.0,Suspended,2000
195,Botswana,Mn,Jacomar,0.0,Suspended,2001
196,Botswana,Mn,Jacomar,0.0,Suspended,2002
197,Botswana,Mn,Jacomar,0.0,Suspended,2003
198,Botswana,Mn,Jacomar,0.0,Suspended,2004
199,Botswana,Mn,Jacomar,0.0,Suspended,2005
200,Botswana,Mn,Jacomar,0.0,Suspended,2006
201,Botswana,Mn,Jacomar,0.0,Suspended,2007
202,Botswana,Mn,Jacomar,0.0,Suspended,2008
203,Botswana,Mn,Jacomar,0.0,Suspended,2009
204,Botswana,Mn,Jacomar,0.0,Suspended,2010
205,Botswana,Mn,Jacomar,0.0,Suspended,2011
206,Botswana,Mn,Jacomar,0.0,Suspended,2012
207,UK,Dia,Jwaneng,9.07,"Operating, exp/feasib",1990
208,UK,Dia,Jwaneng,9.44,"Operating, exp/feasib",1991
209,UK,Dia,Jwaneng,9.07,"Operating, exp/feasib",1992
210,UK,Dia,Jwaneng,8.55,"Operating, exp/feasib",1993
211,UK,Dia,Jwaneng,9.07,"Operating, exp/feasib",1994
212,UK,Dia,Jwaneng,10.47,"Operating, exp/feasib",1995
213,UK,Dia,Jwaneng,11.17,"Operating, exp/feasib",1996
214,UK,Dia,Jwaneng,12.47,"Operating, exp/feasib",1997
215,UK,Dia,Jwaneng,12.69,"Operating, exp/feasib",1998
216,UK,Dia,Jwaneng,11.4,"Operating, exp/feasib",1999
217,UK,Dia,Jwaneng,11.62,"Operating, exp/feasib",2000
218,UK,Dia,Jwaneng,12.34,"Operating, exp/feasib",2001
219,UK,Dia,Jwaneng,13.04,"Operating, exp/feasib",2002
220,UK,Dia,Jwaneng,12.77,"Operating, exp/feasib",2003
221,UK,Dia,Jwaneng,13.68,"Operating, exp/feasib",2004
222,UK,Dia,Jwaneng,15.6,"Operating, exp/feasib",2005
223,UK,Dia,Jwaneng,15.64,"Operating, exp/feasib",2006
224,UK,Dia,Jwaneng,13.48,"Operating, exp/feasib",2007
225,UK,Dia,Jwaneng,13.67,"Operating, exp/feasib",2008
226,UK,Dia,Jwaneng,9.04,"Operating, exp/feasib",2009
227,UK,Dia,Jwaneng,11.47,"Operating, exp/feasib",2010
228,UK,Dia,Jwaneng,10.64,"Operating, exp/feasib",2011
229,UK,Dia,Jwaneng,0.0,"Operating, exp/feasib",2012
230,Canada,Dia,Karowe,0.0,Operating,1990
231,Canada,Dia,Karowe,0.0,Operating,1991
232,Canada,Dia,Karowe,0.0,Operating,1992
233,Canada,Dia,Karowe,0.0,Operating,1993
234,Canada,Dia,Karowe,0.0,Operating,1994
235,Canada,Dia,Karowe,0.0,Operating,1995
236,Canada,Dia,Karowe,0.0,Operating,1996
237,Canada,Dia,Karowe,0.0,Operating,1997
238,Canada,Dia,Karowe,0.0,Operating,1998
239,Canada,Dia,Karowe,0.0,Operating,1999
240,Canada,Dia,Karowe,0.0,Operating,2000
241,Canada,Dia,Karowe,0.0,Operating,2001
242,Canada,Dia,Karowe,0.0,Operating,2002
243,Canada,Dia,Karowe,0.0,Operating,2003
244,Canada,Dia,Karowe,0.0,Operating,2004
245,Canada,Dia,Karowe,0.0,Operating,2005
246,Canada,Dia,Karowe,0.0,Operating,2006
247,Canada,Dia,Karowe,0.0,Operating,2007
248,Canada,Dia,Karowe,0.0,Operating,2008
249,Canada,Dia,Karowe,0.0,Operating,2009
250,Canada,Dia,Karowe,0.0,Operating,2010
251,Canada,Dia,Karowe,0.0,Operating,2011
252,Canada,Dia,Karowe,0.3,Operating,2012
253,UK,Dia,Letlhakane,0.95,Operating,1990
254,UK,Dia,Letlhakane,0.96,Operating,1991
255,UK,Dia,Letlhakane,0.9,Operating,1992
256,UK,Dia,Letlhakane,1.0,Operating,1993
257,UK,Dia,Letlhakane,1.12,Operating,1994
258,UK,Dia,Letlhakane,0.91,Operating,1995
259,UK,Dia,Letlhakane,0.9,Operating,1996
260,UK,Dia,Letlhakane,0.89,Operating,1997
261,UK,Dia,Letlhakane,0.79,Operating,1998
262,UK,Dia,Letlhakane,0.88,Operating,1999
263,UK,Dia,Letlhakane,0.96,Operating,2000
264,UK,Dia,Letlhakane,1.02,Operating,2001
265,UK,Dia,Letlhakane,1.03,Operating,2002
266,UK,Dia,Letlhakane,1.06,Operating,2003
267,UK,Dia,Letlhakane,1.03,Operating,2004
268,UK,Dia,Letlhakane,1.1,Operating,2005
269,UK,Dia,Letlhakane,1.09,Operating,2006
270,UK,Dia,Letlhakane,1.11,Operating,2007
271,UK,Dia,Letlhakane,1.2,Operating,2008
272,UK,Dia,Letlhakane,1.07,Operating,2009
273,UK,Dia,Letlhakane,1.22,Operating,2010
274,UK,Dia,Letlhakane,1.09,Operating,2011
275,UK,Dia,Letlhakane,0.0,Operating,2012
276,Canada,Au,Monarch,0.0,Closed,1990
277,Canada,Au,Monarch,0.0,Closed,1991
278,Canada,Au,Monarch,0.0,Closed,1992
279,Canada,Au,Monarch,0.0,Closed,1993
280,Canada,Au,Monarch,0.1,Closed,1994
281,Canada,Au,Monarch,0.0,Closed,1995
282,Canada,Au,Monarch,0.0,Closed,1996
283,Canada,Au,Monarch,0.0,Closed,1997
284,Canada,Au,Monarch,0.0,Closed,1998
285,Canada,Au,Monarch,0.0,Closed,1999
286,Canada,Au,Monarch,0.0,Closed,2000
287,Canada,Au,Monarch,0.0,Closed,2001
288,Canada,Au,Monarch,0.0,Closed,2002
289,Canada,Au,Monarch,0.0,Closed,2003
290,Canada,Au,Monarch,0.0,Closed,2004
291,Canada,Au,Monarch,0.0,Closed,2005
292,Canada,Au,Monarch,0.0,Closed,2006
293,Canada,Au,Monarch,0.0,Closed,2007
294,Canada,Au,Monarch,0.0,Closed,2008
295,Canada,Au,Monarch,0.0,Closed,2009
296,Canada,Au,Monarch,0.0,Closed,2010
297,Canada,Au,Monarch,0.0,Closed,2011
298,Canada,Au,Monarch,0.0,Closed,2012
299,UK,coal,Morupule,0.0,"Operating, exp/plans",1990
300,UK,coal,Morupule,0.0,"Operating, exp/plans",1991
301,UK,coal,Morupule,0.0,"Operating, exp/plans",1992
302,UK,coal,Morupule,0.0,"Operating, exp/plans",1993
303,UK,coal,Morupule,0.0,"Operating, exp/plans",1994
304,UK,coal,Morupule,0.0,"Operating, exp/plans",1995
305,UK,coal,Morupule,0.0,"Operating, exp/plans",1996
306,UK,coal,Morupule,0.0,"Operating, exp/plans",1997
307,UK,coal,Morupule,0.0,"Operating, exp/plans",1998
308,UK,coal,Morupule,0.0,"Operating, exp/plans",1999
309,UK,coal,Morupule,0.9390000000000001,"Operating, exp/plans",2000
310,UK,coal,Morupule,0.9470000000000001,"Operating, exp/plans",2001
311,UK,coal,Morupule,0.953,"Operating, exp/plans",2002
312,UK,coal,Morupule,0.823,"Operating, exp/plans",2003
313,UK,coal,Morupule,0.9129999999999999,"Operating, exp/plans",2004
314,UK,coal,Morupule,0.9840000000000001,"Operating, exp/plans",2005
315,UK,coal,Morupule,0.9,"Operating, exp/plans",2006
316,UK,coal,Morupule,0.75,"Operating, exp/plans",2007
317,UK,coal,Morupule,0.84,"Operating, exp/plans",2008
318,UK,coal,Morupule,0.74,"Operating, exp/plans",2009
319,UK,coal,Morupule,0.99,"Operating, exp/plans",2010
320,UK,coal,Morupule,0.8,"Operating, exp/plans",2011
321,UK,coal,Morupule,0.0,"Operating, exp/plans",2012
322,Luxembourg,Cu,Mowana,0.0,Suspended,1990
323,Luxembourg,Cu,Mowana,0.0,Suspended,1991
324,Luxembourg,Cu,Mowana,0.0,Suspended,1992
325,Luxembourg,Cu,Mowana,0.0,Suspended,1993
326,Luxembourg,Cu,Mowana,0.0,Suspended,1994
327,Luxembourg,Cu,Mowana,0.0,Suspended,1995
328,Luxembourg,Cu,Mowana,0.0,Suspended,1996
329,Luxembourg,Cu,Mowana,0.0,Suspended,1997
330,Luxembourg,Cu,Mowana,0.0,Suspended,1998
331,Luxembourg,Cu,Mowana,0.0,Suspended,1999
332,Luxembourg,Cu,Mowana,0.0,Suspended,2000
333,Luxembourg,Cu,Mowana,0.0,Suspended,2001
334,Luxembourg,Cu,Mowana,0.0,Suspended,2002
335,Luxembourg,Cu,Mowana,0.0,Suspended,2003
336,Luxembourg,Cu,Mowana,0.0,Suspended,2004
337,Luxembourg,Cu,Mowana,0.0,Suspended,2005
338,Luxembourg,Cu,Mowana,0.0,Suspended,2006
339,Luxembourg,Cu,Mowana,0.0,Suspended,2007
340,Luxembourg,Cu,Mowana,0.0,Suspended,2008
341,Luxembourg,Cu,Mowana,4.3,Suspended,2009
342,Luxembourg,Cu,Mowana,0.0,Suspended,2010
343,Luxembourg,Cu,Mowana,0.0,Suspended,2011
344,Luxembourg,Cu,Mowana,0.0,Suspended,2012
345,Canada,Au,Mupane,0.0,Operating,1990
346,Canada,Au,Mupane,0.0,Operating,1991
347,Canada,Au,Mupane,0.0,Operating,1992
348,Canada,Au,Mupane,0.0,Operating,1993
349,Canada,Au,Mupane,0.0,Operating,1994
350,Canada,Au,Mupane,0.0,Operating,1995
351,Canada,Au,Mupane,0.0,Operating,1996
352,Canada,Au,Mupane,0.0,Operating,1997
353,Canada,Au,Mupane,0.0,Operating,1998
354,Canada,Au,Mupane,0.0,Operating,1999
355,Canada,Au,Mupane,0.0,Operating,2000
356,Canada,Au,Mupane,0.0,Operating,2001
357,Canada,Au,Mupane,0.0,Operating,2002
358,Canada,Au,Mupane,0.0,Operating,2003
359,Canada,Au,Mupane,0.1,Operating,2004
360,Canada,Au,Mupane,2.6,Operating,2005
361,Canada,Au,Mupane,2.0,Operating,2006
362,Canada,Au,Mupane,2.7,Operating,2007
363,Canada,Au,Mupane,3.14,Operating,2008
364,Canada,Au,Mupane,1.6,Operating,2009
365,Canada,Au,Mupane,1.8,Operating,2010
366,Canada,Au,Mupane,1.244,Operating,2011
367,Canada,Au,Mupane,0.0,Operating,2012
368,UK,Dia,Orapa,7.33,Operating,1990
369,UK,Dia,Orapa,6.11,Operating,1991
370,UK,Dia,Orapa,5.98,Operating,1992
371,UK,Dia,Orapa,5.18,Operating,1993
372,UK,Dia,Orapa,5.36,Operating,1994
373,UK,Dia,Orapa,5.43,Operating,1995
374,UK,Dia,Orapa,5.64,Operating,1996
375,UK,Dia,Orapa,6.75,Operating,1997
376,UK,Dia,Orapa,6.3,Operating,1998
377,UK,Dia,Orapa,9.07,Operating,1999
378,UK,Dia,Orapa,12.17,Operating,2000
379,UK,Dia,Orapa,13.06,Operating,2001
380,UK,Dia,Orapa,14.33,Operating,2002
381,UK,Dia,Orapa,16.29,Operating,2003
382,UK,Dia,Orapa,16.07,Operating,2004
383,UK,Dia,Orapa,14.89,Operating,2005
384,UK,Dia,Orapa,17.34,Operating,2006
385,UK,Dia,Orapa,18.71,Operating,2007
386,UK,Dia,Orapa,16.87,Operating,2008
387,UK,Dia,Orapa,7.58,Operating,2009
388,UK,Dia,Orapa,9.53,Operating,2010
389,UK,Dia,Orapa,11.16,Operating,2011
390,UK,Dia,Orapa,0.0,Operating,2012
391,Russia,Co,Phoenix,0.0,"Operating, exp/plans",1990
392,Russia,Co,Phoenix,0.0,"Operating, exp/plans",1991
393,Russia,Co,Phoenix,0.0,"Operating, exp/plans",1992
394,Russia,Co,Phoenix,0.0,"Operating, exp/plans",1993
395,Russia,Co,Phoenix,0.0,"Operating, exp/plans",1994
396,Russia,Co,Phoenix,0.0,"Operating, exp/plans",1995
397,Russia,Co,Phoenix,0.0,"Operating, exp/plans",1996
398,Russia,Co,Phoenix,0.0,"Operating, exp/plans",1997
399,Russia,Co,Phoenix,0.0,"Operating, exp/plans",1998
400,Russia,Co,Phoenix,0.0,"Operating, exp/plans",1999
401,Russia,Co,Phoenix,0.0,"Operating, exp/plans",2000
402,Russia,Co,Phoenix,0.0,"Operating, exp/plans",2001
403,Russia,Co,Phoenix,0.0,"Operating, exp/plans",2002
404,Russia,Co,Phoenix,0.07,"Operating, exp/plans",2003
405,Russia,Co,Phoenix,0.09,"Operating, exp/plans",2004
406,Russia,Co,Phoenix,0.08,"Operating, exp/plans",2005
407,Russia,Co,Phoenix,0.1,"Operating, exp/plans",2006
408,Russia,Co,Phoenix,0.1,"Operating, exp/plans",2007
409,Russia,Co,Phoenix,0.1,"Operating, exp/plans",2008
410,Russia,Co,Phoenix,0.15,"Operating, exp/plans",2009
411,Russia,Co,Phoenix,0.15,"Operating, exp/plans",2010
412,Russia,Co,Phoenix,0.1,"Operating, exp/plans",2011
413,Russia,Co,Phoenix,0.1,"Operating, exp/plans",2012
414,Russia,Cu,Phoenix,0.0,"Operating, exp/plans",1990
415,Russia,Cu,Phoenix,0.0,"Operating, exp/plans",1991
416,Russia,Cu,Phoenix,0.0,"Operating, exp/plans",1992
417,Russia,Cu,Phoenix,0.0,"Operating, exp/plans",1993
418,Russia,Cu,Phoenix,0.0,"Operating, exp/plans",1994
419,Russia,Cu,Phoenix,0.0,"Operating, exp/plans",1995
420,Russia,Cu,Phoenix,0.0,"Operating, exp/plans",1996
421,Russia,Cu,Phoenix,0.0,"Operating, exp/plans",1997
422,Russia,Cu,Phoenix,0.0,"Operating, exp/plans",1998
423,Russia,Cu,Phoenix,0.0,"Operating, exp/plans",1999
424,Russia,Cu,Phoenix,0.0,"Operating, exp/plans",2000
425,Russia,Cu,Phoenix,0.0,"Operating, exp/plans",2001
426,Russia,Cu,Phoenix,0.0,"Operating, exp/plans",2002
427,Russia,Cu,Phoenix,8.1,"Operating, exp/plans",2003
428,Russia,Cu,Phoenix,8.6,"Operating, exp/plans",2004
429,Russia,Cu,Phoenix,6.8,"Operating, exp/plans",2005
430,Russia,Cu,Phoenix,10.2,"Operating, exp/plans",2006
431,Russia,Cu,Phoenix,11.0,"Operating, exp/plans",2007
432,Russia,Cu,Phoenix,12.0,"Operating, exp/plans",2008
433,Russia,Cu,Phoenix,14.0,"Operating, exp/plans",2009
434,Russia,Cu,Phoenix,14.1,"Operating, exp/plans",2010
435,Russia,Cu,Phoenix,8.8,"Operating, exp/plans",2011
436,Russia,Cu,Phoenix,10.3,"Operating, exp/plans",2012
437,Russia,Au,Phoenix,0.0,"Operating, exp/plans",1990
438,Russia,Au,Phoenix,0.0,"Operating, exp/plans",1991
439,Russia,Au,Phoenix,0.0,"Operating, exp/plans",1992
440,Russia,Au,Phoenix,0.0,"Operating, exp/plans",1993
441,Russia,Au,Phoenix,0.0,"Operating, exp/plans",1994
442,Russia,Au,Phoenix,0.0,"Operating, exp/plans",1995
443,Russia,Au,Phoenix,0.0,"Operating, exp/plans",1996
444,Russia,Au,Phoenix,0.0,"Operating, exp/plans",1997
445,Russia,Au,Phoenix,0.0,"Operating, exp/plans",1998
446,Russia,Au,Phoenix,0.0,"Operating, exp/plans",1999
447,Russia,Au,Phoenix,0.0,"Operating, exp/plans",2000
448,Russia,Au,Phoenix,0.0,"Operating, exp/plans",2001
449,Russia,Au,Phoenix,0.0,"Operating, exp/plans",2002
450,Russia,Au,Phoenix,0.03,"Operating, exp/plans",2003
451,Russia,Au,Phoenix,0.038,"Operating, exp/plans",2004
452,Russia,Au,Phoenix,0.0,"Operating, exp/plans",2005
453,Russia,Au,Phoenix,0.0,"Operating, exp/plans",2006
454,Russia,Au,Phoenix,0.0,"Operating, exp/plans",2007
455,Russia,Au,Phoenix,0.0,"Operating, exp/plans",2008
456,Russia,Au,Phoenix,0.0,"Operating, exp/plans",2009
457,Russia,Au,Phoenix,0.0,"Operating, exp/plans",2010
458,Russia,Au,Phoenix,0.0,"Operating, exp/plans",2011
459,Russia,Au,Phoenix,0.0,"Operating, exp/plans",2012
460,Russia,Ni,Phoenix,0.0,"Operating, exp/plans",1990
461,Russia,Ni,Phoenix,0.0,"Operating, exp/plans",1991
462,Russia,Ni,Phoenix,0.0,"Operating, exp/plans",1992
463,Russia,Ni,Phoenix,0.0,"Operating, exp/plans",1993
464,Russia,Ni,Phoenix,0.0,"Operating, exp/plans",1994
465,Russia,Ni,Phoenix,0.0,"Operating, exp/plans",1995
466,Russia,Ni,Phoenix,0.0,"Operating, exp/plans",1996
467,Russia,Ni,Phoenix,0.0,"Operating, exp/plans",1997
468,Russia,Ni,Phoenix,0.0,"Operating, exp/plans",1998
469,Russia,Ni,Phoenix,0.0,"Operating, exp/plans",1999
470,Russia,Ni,Phoenix,0.0,"Operating, exp/plans",2000
471,Russia,Ni,Phoenix,0.0,"Operating, exp/plans",2001
472,Russia,Ni,Phoenix,0.0,"Operating, exp/plans",2002
473,Russia,Ni,Phoenix,11.5,"Operating, exp/plans",2003
474,Russia,Ni,Phoenix,11.4,"Operating, exp/plans",2004
475,Russia,Ni,Phoenix,11.6,"Operating, exp/plans",2005
476,Russia,Ni,Phoenix,13.7,"Operating, exp/plans",2006
477,Russia,Ni,Phoenix,15.1,"Operating, exp/plans",2007
478,Russia,Ni,Phoenix,17.0,"Operating, exp/plans",2008
