Latitude,Longitude,country,shortname
-28.0667,26.5667,South Africa,Masimong
-27.9667,26.6833,South Africa,Matjhabeng
-26.25,29.1167,South Africa,Matla
-26.4167,28.3833,South Africa,Megamine/Sub
,,South Africa,Messina
,,South Africa,Metallurg
-26.275,29.1667,South Africa,Middelbult
-25.9333,29.3833,South Africa,Middelburg
-29.3072,26.7333,South Africa,Middelburg
-26.25,27.6333,South Africa,Middelvlei
-26.2167,30.1,South Africa,Mimosa
-27,26.7167,South Africa,Moab
-26.25,28.3333,South Africa,Modder
-26.2,28.3833,South Africa,Modderfontein
-24.6667,29.95,South Africa,Modikwa
-24.6667,29.95,South Africa,Modikwa
-24.6667,29.95,South Africa,Modikwa
-24.6667,29.95,South Africa,Modikwa
-24.6667,29.95,South Africa,Modikwa
-24.6667,29.95,South Africa,Modikwa
-24.6667,29.95,South Africa,Modikwa
-24.025,28.8208,South Africa,Mogalakwena
-24.025,28.8208,South Africa,Mogalakwena
-24.025,28.8208,South Africa,Mogalakwena
-24.025,28.8208,South Africa,Mogalakwena
-24.025,28.8208,South Africa,Mogalakwena
-24.025,28.8208,South Africa,Mogalakwena
-24.025,28.8208,South Africa,Mogalakwena
-26.1264,27.7275,South Africa,Mogale
-26.642,30.101,South Africa,Mooiplaats
-24.9833,30.1667,South Africa,Mototolo
-24.9833,30.1667,South Africa,Mototolo
-24.9833,30.1667,South Africa,Mototolo
-24.9833,30.1667,South Africa,Mototolo
-24.9833,30.1667,South Africa,Mototolo
-24.9833,30.1667,South Africa,Mototolo
-24.9833,30.1667,South Africa,Mototolo
-26.35,27.4,South Africa,Mponeng
-24.9,30.75,South Africa,Mpumalanga
,,South Africa,Mvelaphanda
-31.375,17.8667,South Africa,Namakwa
-31.375,17.8667,South Africa,Namakwa
-29.6667,17.0833,South Africa,Namaqualand
-29.6667,17.0833,South Africa,Namaqualand
-26.1333,29.3167,South Africa,New
-26.7747,29.3892,South Africa,New
-27.95,26.7,South Africa,New
-26.2667,28.45,South Africa,Nigel
-22.5044,30.9375,South Africa,Nkomati
-25.7358,30.6653,South Africa,Nkomati
-25.7358,30.6653,South Africa,Nkomati
-25.7358,30.6653,South Africa,Nkomati
-25.7358,30.6653,South Africa,Nkomati
-25.7358,30.6653,South Africa,Nkomati
-25.7358,30.6653,South Africa,Nkomati
-25.7358,30.6653,South Africa,Nkomati
-25.7358,30.6653,South Africa,Nkomati
-29.1667,25.95,South Africa,Nooitgedacht
-25.7177,30.0084,South Africa,North
-26.8417,26.8667,South Africa,North
-24.8333,27.35,South Africa,Northam
-24.8333,27.35,South Africa,Northam
-24.8333,27.35,South Africa,Northam
-24.8333,27.35,South Africa,Northam
-24.8333,27.35,South Africa,Northam
-24.8333,27.35,South Africa,Northam
-24.8333,27.35,South Africa,Northam
-29.6767,17.9278,South Africa,O'Okiep
-29.6767,17.9278,South Africa,O'Okiep
-29.6767,17.9278,South Africa,O'Okiep
-25.45,30.6,South Africa,Omaruru
-27.0833,29.2167,South Africa,Optimum
-26.2833,28.3667,South Africa,Orange
-26.2833,28.3667,South Africa,Orange
-26.9167,26.75,South Africa,Orkney
-28.2167,26.7042,South Africa,Oryx
,,South Africa,Ospray
,,South Africa,Paardeplaats
-23.9917,31.1167,South Africa,Palabora
-23.9917,31.1167,South Africa,Palabora
-23.9917,31.1167,South Africa,Palabora
-23.9917,31.1167,South Africa,Palabora
-23.9917,31.1167,South Africa,Palabora
-23.9917,31.1167,South Africa,Palabora
-23.9917,31.1167,South Africa,Palabora
-23.9917,31.1167,South Africa,Palabora
-23.9917,31.1167,South Africa,Palabora
-23.9917,31.1167,South Africa,Palabora
-23.9917,31.1167,South Africa,Palabora
-23.9917,31.1167,South Africa,Palabora
-24.8383,28.1778,South Africa,Palmietgat
-25.6333,27.7833,South Africa,Pandora
-25.6333,27.7833,South Africa,Pandora
-25.6333,27.7833,South Africa,Pandora
-25.6333,27.7833,South Africa,Pandora
-25.6333,27.7833,South Africa,Pandora
-25.6333,27.7833,South Africa,Pandora
-25.6333,27.7833,South Africa,Pandora
-27.4333,24.2667,South Africa,Pering
-27.4333,24.2667,South Africa,Pering
-26.2167,28.4667,South Africa,Petrex
-27.8667,26.6833,South Africa,Phakisa
-26.1106,29.2267,South Africa,Phoenix
-24.05,31.1333,South Africa,Phosphate
-24.05,31.1333,South Africa,Phosphate
-24.05,31.1333,South Africa,Phosphate
-24.05,31.1333,South Africa,Phosphate
-25.8833,29.45,South Africa,Polmaise
-28.0333,26.75,South Africa,President
-28.0333,26.75,South Africa,President
-28,26.8,South Africa,President
-29.9667,22.2833,South Africa,Prieska
-29.9667,22.2833,South Africa,Prieska
-26.212,28.171,South Africa,Primrose
-32.2167,24.9,South Africa,Quaggas
-26.2125,27.9125,South Africa,Rand
,,South Africa,Rand
,,South Africa,Rand
,,South Africa,Rand
-26.1767,27.7278,South Africa,Randfontein
-28.4833,16.7833,South Africa,Reuning
-25.65,27.7833,South Africa,Rhovan
-28.6833,32.1833,South Africa,Richards
-28.6833,32.1833,South Africa,Richards
-26.1667,29.1833,South Africa,Rietspruit
,,South Africa,RMP
-24.75,27.75,South Africa,Rooiberg
-25.125,26.9208,South Africa,Rustenburg
-25.6833,27.5333,South Africa,Rustenburg
-25.6833,27.5333,South Africa,Rustenburg
-25.6833,27.5333,South Africa,Rustenburg
-25.6833,27.5333,South Africa,Rustenburg
-25.6833,27.5333,South Africa,Rustenburg
-25.6833,27.5333,South Africa,Rustenburg
-25.6833,27.5333,South Africa,Rustenburg
-24.8333,27.25,South Africa,Rustenburg
-24.8333,27.25,South Africa,Rustenburg
-24.8333,27.25,South Africa,Rustenburg
-24.8333,27.25,South Africa,Rustenburg
-24.8333,27.25,South Africa,Rustenburg
-24.8333,27.25,South Africa,Rustenburg
-24.8333,27.25,South Africa,Rustenburg
-24.8333,27.25,South Africa,Rustenburg
-25.6333,27.3333,South Africa,Rustenburg
-25.6333,27.3333,South Africa,Rustenburg
-25.6333,27.3333,South Africa,Rustenburg
-25.6333,27.3333,South Africa,Rustenburg
-25.6333,27.3333,South Africa,Rustenburg
-25.6333,27.3333,South Africa,Rustenburg
-25.6333,27.3333,South Africa,Rustenburg
-27.0161,26.2586,South Africa,Ryedale
-26.4943,29.1619,South Africa,Sable/Kudu
-28.0333,26.6667,South Africa,Saint
-24.6167,30.15,South Africa,Samancor
,,South Africa,Samancor
-27.077,30.557,South Africa,Savmore
-26.4167,27.4167,South Africa,Savuka
-29.05,23.7667,South Africa,Saxendrift
-25.7833,29.4,South Africa,Shanduka
-26.835,27.8256,South Africa,Sigma
-25.702,27.373,South Africa,Siphumelele
-25.702,27.373,South Africa,Siphumelele
-25.702,27.373,South Africa,Siphumelele
-25.702,27.373,South Africa,Siphumelele
-25.702,27.373,South Africa,Siphumelele
-25.702,27.373,South Africa,Siphumelele
-25.702,27.373,South Africa,Siphumelele
-27.77,22.98,South Africa,Sishen
-24.9833,31.6,South Africa,Skukuza
-28.5383,24.5389,South Africa,So
-26.3667,29.9497,South Africa,Somkhele
-32,18,South Africa,South
-26.2833,28.3667,South Africa,South
-26.4167,27.6667,South Africa,South
-26.4167,27.6667,South Africa,South
-26.225,27.8,South Africa,South
-26.1333,29.1333,South Africa,South
-25.9167,29.6,South Africa,Spitzkop
-28.05,30.1333,South Africa,Springlake
,,South Africa,Stanhope
-26.75,26.8333,South Africa,Stilfontein
-26.75,26.8333,South Africa,Stilfontein
,,South Africa,Svengali
-26.775,29.4497,South Africa,Syferfontein
-27.7833,26.6167,South Africa,Target
-27.5833,26.6167,South Africa,Target
-26.9267,26.75,South Africa,Tau
-26.4267,27.4278,South Africa,Tautona
-26.1333,29.1833,South Africa,Tavistock
-24.6167,27.3833,South Africa,Thabazimbi
-22.85,28.2,South Africa,The
-22.85,28.2,South Africa,The
-25.652,27.298,South Africa,Thembelani
-25.652,27.298,South Africa,Thembelani
-25.652,27.298,South Africa,Thembelani
-25.652,27.298,South Africa,Thembelani
-25.652,27.298,South Africa,Thembelani
-25.652,27.298,South Africa,Thembelani
-25.652,27.298,South Africa,Thembelani
-24.9833,30.15,South Africa,Thorncliffe
-29.249,16.866,South Africa,Trans
,,South Africa,Transvaal
-30,26.57,South Africa,Tselentis
-27.8667,26.6833,South Africa,Tshepong
-22.4833,30.95,South Africa,Tshikondeni
-24.8167,27.2833,South Africa,Tumela
-24.8167,27.2833,South Africa,Tumela
-24.8167,27.2833,South Africa,Tumela
-24.8167,27.2833,South Africa,Tumela
-24.8167,27.2833,South Africa,Tumela
-24.8167,27.2833,South Africa,Tumela
-24.8167,27.2833,South Africa,Tumela
-26.04,29.15,South Africa,Tweefontein
-29.8129,30.6817,South Africa,Tweefontein
-24.4333,30.1,South Africa,Twickenham
-24.4333,30.1,South Africa,Twickenham
-24.4333,30.1,South Africa,Twickenham
-24.4333,30.1,South Africa,Twickenham
-24.4333,30.1,South Africa,Twickenham
-24.4333,30.1,South Africa,Twickenham
-25.6831,30,South Africa,Twistdraai
-24.7,29.9,South Africa,Two
-24.7,29.9,South Africa,Two
-24.7,29.9,South Africa,Two
-24.7,29.9,South Africa,Two
-24.7,29.9,South Africa,Two
-24.7,29.9,South Africa,Two
,,South Africa,Ucar
,,South Africa,Umcebo
-26.4739,29.9747,South Africa,Umlabu
,,South Africa,Union
-24.78,28.52,South Africa,Union
-24.56,27.1,South Africa,Union
-24.56,27.1,South Africa,Union
-24.56,27.1,South Africa,Union
-24.56,27.1,South Africa,Union
-24.56,27.1,South Africa,Union
-24.56,27.1,South Africa,Union
-24.56,27.1,South Africa,Union
-28.05,26.8,South Africa,Unisel
-26.95,26.7167,South Africa,Vaal
-26.95,26.7167,South Africa,Vaal
-26.9167,26.75,South Africa,Vaal
,,South Africa,Vametco
-24.61,30.996,South Africa,Vansa
-22.141,29.643,South Africa,Vele
-22.4333,29.3167,South Africa,Venetia
-22.4333,29.3167,South Africa,Venetia
-26.3,27.63,South Africa,Venterspost
-26.3,27.63,South Africa,Venterspost
-26.2333,28.025,South Africa,Village
-28.1022,26.8893,South Africa,Virginia
-26.35,28.3833,South Africa,Vlakfontein
-26.055,28.893,South Africa,Vlakvarkfontein
-27.3833,27.1833,South Africa,Voorspoed
-27.3833,27.1833,South Africa,Voorspoed
-26,29.15,South Africa,Waterpan
-25.7167,27.25,South Africa,Waterval
-27.1667,29,South Africa,Welgedacht
-27.987,26.789,South Africa,Welkom
,,South Africa,Welkom
-26.5,29.84,South Africa,Wesselton
-26.4167,27.4167,South Africa,West
-26.4167,27.4167,South Africa,West
-26.4167,27.4167,South Africa,West
,,South Africa,West
,,South Africa,West
-26.1167,27.75,South Africa,West
,,South Africa,West
-26.15,27.65,South Africa,West
-27.65,26.15,South Africa,West
-25.6611,27.33,South Africa,Western
-25.6611,27.33,South Africa,Western
-25.6611,27.33,South Africa,Western
-25.6611,27.33,South Africa,Western
-25.6611,27.33,South Africa,Western
-25.6611,27.33,South Africa,Western
-25.6611,27.33,South Africa,Western
-25.6833,27.4833,South Africa,Western
-25.6833,27.4833,South Africa,Western
-25.6833,27.4833,South Africa,Western
-25.6833,27.4833,South Africa,Western
-25.6833,27.4833,South Africa,Western
-25.6833,27.4833,South Africa,Western
-25.6833,27.4833,South Africa,Western
-26.5,29.1667,South Africa,Winkelhaak
-26.0833,29.1333,South Africa,Witcons
-26.5,28.3917,South Africa,Witwatersrand
-25.9333,29.6167,South Africa,Woestalleen
-26.0833,29.2833,South Africa,Wolvekrans
-29.322,23.19,South Africa,Wouterspan
,,South Africa,Zaaiplaats
,,South Africa,Zeerust
-26.204,29.019,South Africa,Zibulo
-28.23,31.6828,South Africa,Zululand
,,South Africa,
,,South Africa,
,,South Africa,
,,South Africa,
